1,2.530416058
2,2.360247658
3,2.254096543
4,2.212160866
5,2.247115961
6,2.312406119
7,2.366278766
8,2.398316357
9,2.378275766
10,2.307118946
11,2.219216954
12,2.167792025
13,2.156487028
14,2.252785137
15,2.495763866
16,2.88286101
17,3.247868921
18,3.521921535
19,3.680578953
20,3.703360512
21,3.616930426
22,3.422601394
23,3.164666548
24,2.85623841
25,2.611842941
26,2.384305519
27,2.200117737
28,2.107784151
29,2.106137496
30,2.161138407
31,2.263640286
32,2.353485369
33,2.401452474
34,2.40646812
35,2.364946751
36,2.319625305
37,2.28377618
38,2.300471679
39,2.41928985
40,2.640272661
41,2.963698477
42,3.260681081
43,3.532193738
44,3.670981166
45,3.695688675
46,3.588264952
47,3.349308992
48,3.093830691
49,2.752809895
50,2.468326606
51,2.226596128
52,2.064215195
53,2.0043991
54,2.032727596
55,2.133302857
56,2.267444673
57,2.37717539
58,2.447065405
59,2.471511143
60,2.522879838
61,2.467233863
62,2.441082582
63,2.480075682
64,2.529059215
65,2.785534838
66,3.044372174
67,3.226211139
68,3.482277164
69,3.621590344
70,3.674563606
71,3.561670243
72,3.34274585
73,3.020655078
74,2.668293658
75,2.295806112
76,2.01896737
77,1.899808566
78,1.874555548
79,1.949209946
80,2.106671578
81,2.282755948
82,2.448318343
83,2.554283367
84,2.605958266
85,2.622772702
86,2.613252322
87,2.598201375
88,2.620768178
89,2.716557433
90,2.897839386
91,3.141678055
92,3.315196517
93,3.418397956
94,3.428830168
95,3.442255924
96,3.288880073
97,3.077994023
98,2.693447869
99,2.271138985
100,1.963927241
101,1.829879903
102,1.798100419
103,1.909719345
104,2.075449058
105,2.269551647
106,2.472147787
107,2.640141382
108,2.742855395
109,2.787132158
110,2.791500167
111,2.776750774
112,2.763297323
113,2.806100229
114,2.919837169
115,3.088037133
116,3.265432078
117,3.413102601
118,3.50595275
119,3.498328544
120,3.355576777
121,3.208973266
122,2.881636935
123,2.459904228
124,2.140953929
125,1.860489198
126,1.749528961
127,1.798230183
128,1.939505617
129,2.171124187
130,2.394415016
131,2.578011688
132,2.786017323
133,2.889438313
134,2.936470602
135,2.927341059
136,2.898909378
137,2.875590841
138,2.89284952
139,2.97572471
140,3.104120673
141,3.23929194
142,3.358862968
143,3.42587948
144,3.387670681
145,3.240502766
146,2.945188651
147,2.614139464
148,2.154054752
149,1.857550263
150,1.717167677
151,1.735049723
152,1.879253486
153,2.062557701
154,2.290935345
155,2.533493129
156,2.77513246
157,2.939594758
158,3.042640676
159,3.080804135
160,3.052982398
161,2.990831456
162,2.95120869
163,2.953396536
164,3.014690379
165,3.112034843
166,3.223257113
167,3.290790382
168,3.305918129
